Date,Open,Close,Volume,Daily_Price_Change,Price_lag1,Vol_lag1,Price_lag2,Vol_lag2,Price_lag3,Vol_lag3,Price_lag4,Vol_lag4,Price_lag5,Vol_lag5
2/10/12,1351.209961,1342.640015,3877580000,-0.006342424,0.001466684,5.69E+12,0.002167658,5.52E+12,0.002023382,5.04E+12,0.00000745,4.54E+12,0.014092839,6.15E+12
2/13/12,1343.060059,1351.77002,3618040000,0.006485161,-0.006342424,5.22E+12,0.001466684,5.69E+12,0.002167658,5.52E+12,0.002023382,5.04E+12,0.00000745,4.54E+12
2/14/12,1351.300049,1350.5,3889520000,-0.000592059,0.006485161,4.88E+12,-0.006342424,5.22E+12,0.001466684,5.69E+12,0.002167658,5.52E+12,0.002023382,5.04E+12
2/15/12,1350.52002,1343.22998,4080340000,-0.00539795,-0.000592059,5.25E+12,0.006485161,4.88E+12,-0.006342424,5.22E+12,0.001466684,5.69E+12,0.002167658,5.52E+12
2/16/12,1342.609985,1358.040039,4108880000,0.011492581,-0.00539795,5.50E+12,-0.000592059,5.25E+12,0.006485161,4.88E+12,-0.006342424,5.22E+12,0.001466684,5.69E+12
2/17/12,1358.060059,1361.22998,3717640000,0.002334154,0.011492581,5.55E+12,-0.00539795,5.50E+12,-0.000592059,5.25E+12,0.006485161,4.88E+12,-0.006342424,5.22E+12
2/21/12,1361.219971,1362.209961,3795200000,0.000727281,0.002334154,5.05E+12,0.011492581,5.55E+12,-0.00539795,5.50E+12,-0.000592059,5.25E+12,0.006485161,4.88E+12
2/22/12,1362.109985,1357.660034,3633710000,-0.003266954,0.000727281,5.17E+12,0.002334154,5.05E+12,0.011492581,5.55E+12,-0.00539795,5.50E+12,-0.000592059,5.25E+12
2/23/12,1357.530029,1363.459961,3786450000,0.004368177,-0.003266954,4.94E+12,0.000727281,5.17E+12,0.002334154,5.05E+12,0.011492581,5.55E+12,-0.00539795,5.50E+12
2/24/12,1363.459961,1365.73999,3505360000,0.001672238,0.004368177,5.15E+12,-0.003266954,4.94E+12,0.000727281,5.17E+12,0.002334154,5.05E+12,0.011492581,5.55E+12
2/27/12,1365.199951,1367.589966,3648890000,0.00175067,0.001672238,4.78E+12,0.004368177,5.15E+12,-0.003266954,4.94E+12,0.000727281,5.17E+12,0.002334154,5.05E+12
2/28/12,1367.560059,1372.180054,3579120000,0.003378276,0.00175067,4.99E+12,0.001672238,4.78E+12,0.004368177,5.15E+12,-0.003266954,4.94E+12,0.000727281,5.17E+12
2/29/12,1372.199951,1365.680054,4482370000,-0.004751419,0.003378276,4.90E+12,0.00175067,4.99E+12,0.001672238,4.78E+12,0.004368177,5.15E+12,-0.003266954,4.94E+12
3/1/12,1365.900024,1374.089966,3919240000,0.005996004,-0.004751419,6.14E+12,0.003378276,4.90E+12,0.00175067,4.99E+12,0.001672238,4.78E+12,0.004368177,5.15E+12
3/2/12,1374.089966,1369.630005,3283490000,-0.003245756,0.005996004,5.37E+12,-0.004751419,6.14E+12,0.003378276,4.90E+12,0.00175067,4.99E+12,0.001672238,4.78E+12
